names,date_x,score,genre,orig_lang,budget_x,country
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,03/10/2007 ,73.0,"Family, Adventure, Animation", Japanese,65000000.0,JP
Newness,01/25/2017 ,61.0,"Romance, Drama", English,10000000.0,US
General Cemetery,07/25/2013 ,66.0,Horror," Spanish, Castilian",75100000.0,PE
Max 2: White House Hero,05/05/2017 ,71.0,Family, English,170000000.0,US
The Chaser,02/14/2008 ,78.0,"Crime, Thriller, Action", Korean,120456666.0,KR
Immoral Tales,08/28/1974 ,59.0,"Drama, Romance", French,86400000.0,FR
Under Wraps,10/01/2021 ,69.0,"Family, Comedy, Fantasy", English,88400000.0,US
Captain America,12/14/1990 ,45.0,"Action, Adventure, Science Fiction, War", English,3000000.0,US
First Reformed,08/16/2018 ,70.0,Drama, English,3500000.0,AU
Eddie the Eagle,04/21/2016 ,72.0,"Comedy, Drama, History, Adventure", English,23000000.0,AU
The Wailing,05/12/2016 ,73.0,"Horror, Mystery", Korean,10951000.0,KR
Good Mourning,05/20/2022 ,57.0,Comedy, English,7406600.0,US
Escape from the Planet of the Apes,05/20/1971 ,63.0,"Action, Science Fiction", English,2500000.0,US
Little Manhattan,09/30/2005 ,72.0,"Comedy, Romance", English,385373.0,US
Lady Chatterley's Lover,05/27/1982 ,54.0,"Drama, Romance", English,88000000.0,AU
Beau Pere,09/15/1981 ,66.0,"Drama, Romance", French,105200000.0,FR
Zombie Fight Club,10/23/2014 ,47.0,"Action, Horror", Chinese,127200000.0,HK
Para entrar a vivir,08/16/2022 ,54.0,"Comedy, Horror"," Spanish, Castilian",96200000.0,ES
Addicted,10/10/2014 ,58.0,"Drama, Thriller", English,5000000.0,US
The 12th Man,12/25/2017 ,73.0,"War, Drama", Norwegian,7806306.0,NO
Maya the Bee Movie,01/07/2021 ,62.0,"Family, Animation", English,154000000.0,AU
Extinction,08/07/2015 ,62.0,"Drama, Horror, Science Fiction", English,20000000.0,US
Romancing the Stone,08/24/1984 ,68.0,"Adventure, Action, Romance, Comedy", English,10000000.0,AU
Guilty as Sin,06/04/1993 ,57.0,"Drama, Thriller, Mystery", English,2128009.2,US
So Undercover,04/10/2013 ,62.0,"Action, Comedy", English,15000000.0,AU
Flash Gordon,04/16/1981 ,62.0,"Science Fiction, Adventure, Fantasy, Action, Comedy", English,35000000.0,AU
How the Grinch Stole Christmas!,12/18/1966 ,75.0,"Animation, Family, Comedy", English,315000.0,US
Duel,04/06/1973 ,74.0,"Action, Thriller, TV Movie", English,450000.0,AU
Run to You,03/17/2022 ,69.0,"Comedy, Romance", Italian,73480000.0,IT
Better Watch Out,11/27/2016 ,67.0,"Comedy, Horror, Thriller", English,50168000.0,AU
A Streetcar Named Desire,09/18/1951 ,77.0,Drama, English,1800000.0,US
Marvel One-Shot: The Consultant,09/13/2011 ,64.0,"Adventure, Fantasy, Science Fiction, Action", English,500000.0,US
Lifemark,10/13/2022 ,67.0,Drama, English,56600000.0,AU
Secretariat,10/08/2010 ,74.0,Drama, English,35000000.0,US
Deep Rising,05/07/1998 ,62.0,"Adventure, Action, Horror, Science Fiction", English,45000000.0,AU
Paranoia,10/03/2013 ,57.0,"Drama, Thriller", English,40000000.0,AU
The King's Speech,12/23/2010 ,77.0,"Drama, History", English,15000000.0,AU
Miss Congeniality 2: Armed and Fabulous,03/24/2005 ,57.0,"Action, Comedy", English,60000000.0,AU
Species: The Awakening,10/17/2007 ,47.0,"Horror, Science Fiction, Thriller", English,3800000.0,AU
Another Egg and Chicken Movie,04/20/2009 ,76.0,"Animation, Comedy, Adventure"," Spanish, Castilian",1900000.0,MX
Incendies,03/03/2011 ,81.0,"Drama, War, Mystery", French,6800000.0,AU
Double Indemnity,12/01/1944 ,81.0,"Crime, Drama, Mystery, Thriller", English,927262.0,AU
Forbidden Planet,01/10/1957 ,73.0,Science Fiction, English,1900000.0,AU
Lady Vengeance,08/03/2006 ,76.0,"Drama, Thriller", Korean,3675000.0,AU
"Germany, Year Zero",12/01/1948 ,77.0,"War, Drama, History", Italian,129460000.0,IT
The Nightingale,08/29/2019 ,72.0,"Drama, Thriller", English,26848000.0,AU
Eagle Eye,10/17/2008 ,64.0,"Mystery, Thriller, Action", English,80000000.0,AU
Hell House LLC II: The Abaddon Hotel,09/14/2018 ,57.0,Horror, English,103600000.0,US
Julia X,09/24/2011 ,51.0,Horror, English,4000000.0,US
The City of Lost Children,12/21/1995 ,73.0,"Fantasy, Science Fiction, Adventure", French,18000000.0,AU
I Am All Girls,05/14/2021 ,67.0,"Crime, Drama, Mystery, Thriller", English,126400000.0,US
Invictus,01/21/2010 ,72.0,"Drama, History", English,60000000.0,AU
"No Retreat, No Surrender",05/02/1986 ,63.0,Action, English,2358225.8,US
I Kill Giants,05/31/2018 ,62.0,"Fantasy, Drama", English,15100000.0,AU
Sneakerella,05/13/2022 ,60.0,"Music, Comedy, Family", English,58000000.0,AU
Hatchet,04/27/2006 ,58.0,"Comedy, Horror", English,1500000.0,US
Reign of Fire,10/31/2002 ,62.0,"Adventure, Action, Fantasy", English,60000000.0,AU
Camp Rock 2: The Final Jam,09/03/2010 ,63.0,"Comedy, Music, TV Movie", English,100760000.0,US
Tucker and Dale vs. Evil,07/28/2011 ,74.0,"Comedy, Horror", English,5000000.0,AU
Amy,07/10/2015 ,76.0,"Documentary, Music", English,25255933.2,US
Motherless Brooklyn,10/31/2019 ,67.0,"Drama, Thriller", English,26000000.0,AU
Twin Dragons,01/15/1992 ,67.0,"Comedy, Action", Cantonese,10000000.0,HK
Amityville II: The Possession,05/12/1983 ,57.0,Horror, English,5000000.0,AU
Virgin Breaker Yuki,05/14/1975 ,0.0,Drama, Japanese,174600000.0,JP
Chaos,01/16/2006 ,63.0,"Drama, Action, Crime", English,30000000.0,AU
Taxi 3,01/29/2003 ,57.0,"Action, Comedy", French,14500000.0,FR
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,07/04/2013 ,81.0,"Action, Comedy, Science Fiction, Animation", Japanese,99060000.0,JP
Welcome to the Sticks,09/04/2008 ,67.0,"Comedy, Drama, Romance", French,11000000.0,AU
Czyściec,10/24/2022 ,55.0,Drama, English,142000000.0,BR
The Monkey King 3,02/16/2018 ,54.0,"Action, Adventure, Fantasy", Chinese,73000000.0,CN
The Grace Card,02/25/2011 ,73.0,Drama, English,200000.0,US
Frozen,02/05/2010 ,60.0,Thriller, English,150000000.0,US
Giant,06/06/1957 ,76.0,"Drama, Western", English,5400000.0,AU
The Furies,11/07/2019 ,55.0,"Horror, Action, Thriller", English,87700000.0,AU
Donnie Brasco,04/10/1997 ,75.0,"Crime, Drama, Thriller", English,35000000.0,AU
Flatliners,08/20/1990 ,65.0,"Drama, Science Fiction, Horror", English,26000000.0,AU
Flatliners,08/20/1990 ,65.0,"Drama, Science Fiction, Horror", English,20000000.0,AU
Crazy Safari,07/05/1991 ,47.0,"Action, Comedy", Cantonese,112200000.0,HK
Downfall,04/21/2005 ,78.0,"Drama, History, War", German,18339750.0,AU
Wolves,11/14/2014 ,59.0,"Horror, Action", English,18000000.0,US
Next,08/23/2007 ,60.0,"Action, Science Fiction, Thriller", English,70000000.0,AU
Manta Manta - Zwoter Teil,03/30/2023 ,33.0,"Comedy, Action, Adventure", German,50601000.0,DE
Kidnapping Mr. Heineken,03/12/2015 ,60.0,"Drama, Action, Crime, Thriller, Mystery", English,3938800.2,AU
Convoy,06/27/1978 ,63.0,"Action, Comedy", English,12000000.0,AU
The Reaping,04/05/2007 ,57.0,Horror, English,40000000.0,US
Phineas and Ferb: The Movie: Across the 2nd Dimension,08/29/2011 ,69.0,"Animation, Comedy, Family, TV Movie, Adventure, Science Fiction", English,113000000.0,AU
Coneheads,09/16/1993 ,53.0,"Comedy, Science Fiction, Family", English,33000000.0,AU
Barbie in Princess Power,09/10/2017 ,62.0,Animation, English,92200000.0,AU
The Banana Splits Movie,09/04/2019 ,67.0,"Horror, Comedy", English,46600000.0,AU
Belfast,02/03/2022 ,71.0,Drama, English,25000000.0,AU
Australia,11/18/2008 ,66.0,"Adventure, Drama, Romance", English,130000000.0,AU
The Aviator,02/10/2005 ,72.0,Drama, English,110000000.0,AU
Lupin the Third: The Castle of Cagliostro,07/11/1995 ,75.0,"Family, Animation, Adventure, Comedy, Crime", Japanese,7202188.0,AU
Smokin' Aces,01/15/2007 ,65.0,"Action, Comedy, Crime, Thriller", English,17000000.0,AU
The Dry,01/01/2021 ,68.0,"Crime, Thriller, Mystery", English,21505004.0,AU
Beethoven's Big Break,12/26/2008 ,52.0,"Family, Comedy", English,124600000.0,US
Bulbbul,06/24/2020 ,68.0,"Horror, Fantasy", Hindi,56400000.0,SG
Land of the Lost,06/11/2009 ,55.0,"Adventure, Comedy, Science Fiction", English,100000000.0,AU
14 and Under,08/16/1973 ,55.0,"Comedy, Romance", German,49000000.0,DE
Darkness Falls,08/28/2003 ,55.0,"Thriller, Horror", English,7000000.0,AU
The Curse of Buckout Road,11/24/2017 ,67.0,Horror, English,60800000.0,CA
Amulet,07/24/2020 ,53.0,Horror, English,95000000.0,US
Nomadland,03/04/2021 ,72.0,Drama, English,5000000.0,AU
The Spectacular Now,12/05/2013 ,66.0,"Comedy, Drama, Romance", English,2500000.0,AU
Anon,05/04/2018 ,59.0,Science Fiction, English,20000000.0,US
Detective Knight: Redemption,12/09/2022 ,62.0,"Action, Thriller", English,38200000.0,US
Escape from L.A.,10/09/1996 ,59.0,"Action, Adventure, Science Fiction, Thriller", English,50000000.0,AU
More the Merrier,07/30/2021 ,67.0,"Comedy, Romance"," Spanish, Castilian",132000000.0,ES
Fiddler on the Roof,11/11/1971 ,77.0,"Drama, Romance", English,9000000.0,AU
LEGO Monkie Kid: A Hero Is Born,03/13/2021 ,62.0,"Animation, TV Movie, Action, Comedy, Fantasy", English,97200000.0,AU
Blades of Glory,06/21/2007 ,61.0,Comedy, English,61000000.0,AU
One Piece: Episode of Luffy - Hand Island Adventure,12/15/2012 ,68.0,"Action, Animation, Adventure, Comedy, Drama", Japanese,91380000.0,JP
Cardcaptor Sakura: The Movie,08/21/1999 ,77.0,"Fantasy, Animation, Adventure, Action, Drama", Japanese,175400000.0,JP
The Social Dilemma,09/09/2020 ,75.0,"Documentary, Drama", English,129400000.0,AU
Rock Dog,02/24/2017 ,62.0,"Adventure, Animation, Comedy, Family, Music", English,60000000.0,US
Jackass: The Movie,10/21/2002 ,63.0,"Comedy, Documentary", English,2000000.0,US
"My Teacher, My Obsession",06/12/2018 ,51.0,"Drama, Thriller, TV Movie", English,149000000.0,US
Pitch Perfect 3,01/01/2018 ,66.0,"Comedy, Music", English,45000000.0,AU
"Planes, Trains and Automobiles",02/29/1988 ,72.0,Comedy, English,15000000.0,AU
Zambezia,07/07/2012 ,60.0,"Comedy, Animation, Adventure, Family", English,20000000.0,US
Rim of the World,05/24/2019 ,60.0,"Science Fiction, Adventure, Action, Comedy", English,103800000.0,US
Dreamland,11/13/2020 ,61.0,"Drama, Thriller", English,98400000.0,US
Just Say Yes,04/02/2021 ,64.0,"Comedy, Romance"," Dutch, Flemish",64600000.0,NL
6 Below: Miracle on the Mountain,10/13/2017 ,58.0,"Thriller, Drama", English,106000000.0,US
Young Frankenstein,08/28/1975 ,79.0,Comedy, English,2800000.0,AU
Ophelia,10/29/2018 ,72.0,"Drama, Romance, History", English,12000000.0,AU
Lost Highway,03/27/1997 ,76.0,"Drama, Thriller, Mystery", English,15000000.0,AU
Fright Night,10/31/1985 ,70.0,"Comedy, Horror", English,30000000.0,AU
P.S. I Love You,11/15/2007 ,72.0,"Drama, Romance", English,30000000.0,AU
Blue Exorcist: The Movie,12/28/2012 ,73.0,"Animation, Fantasy, Mystery, Horror, Action", Japanese,128000000.0,JP
Bachelor Party,07/26/1984 ,63.0,Comedy, English,6000000.0,AU
A Close Shave,04/10/1996 ,75.0,"Family, Animation, Comedy", English,206800000.0,AU
Anna Karenina,02/13/2013 ,67.0,"Drama, Romance", English,49000000.0,AU
Magnum Force,12/26/1973 ,71.0,"Drama, Crime, Action", English,26730400.0,AU
Wither,05/09/2013 ,55.0,Horror, Swedish,49200000.0,SE
Upuan,03/03/2023 ,20.0,Romance, Tagalog,12001040.0,PH
The Elephant Man,01/16/1981 ,81.0,"Drama, History", English,5000000.0,AU
Honeymoon with My Mother,04/29/2022 ,64.0,Comedy," Spanish, Castilian",90544000.0,ES
George of the Jungle 2,10/21/2003 ,44.0,"Adventure, Comedy, Family", English,12000000.0,US
Heks,12/15/2020 ,60.0,"Horror, Drama", English,140000000.0,US
Batman: Hush,08/12/2019 ,72.0,"Action, Animation, Crime, Mystery", English,150200000.0,AU
Tom and Jerry's Giant Adventure,08/04/2013 ,59.0,"Animation, Family", English,146740000.0,US
Stewie Griffin: The Untold Story,01/25/2006 ,69.0,"Action, Adventure, Animation, Comedy", English,126300000.0,AU
"Crouching Tiger, Hidden Dragon: Sword of Destiny",05/23/2016 ,61.0,"Action, Adventure, Drama", English,20000000.0,AU
Snotty Boy,07/07/2022 ,63.0,Animation, German,84540523.8,DE
Hard to Kill,05/17/1990 ,60.0,Action, English,10000000.0,AU
Wall Street,01/04/1988 ,72.0,"Crime, Drama", English,16500000.0,AU
Tenebre,10/28/1982 ,68.0,"Horror, Mystery, Thriller", Italian,156000000.0,IT
The Quick and the Dead,06/15/1995 ,65.0,"Western, Action, Thriller", English,32000000.0,AU
Free Willy 2: The Adventure Home,07/19/1995 ,59.0,"Family, Adventure, Drama", English,31000000.0,US
Beyond the Reach,04/17/2015 ,59.0,Thriller, English,8500000.0,US
Free Birds,02/12/2014 ,59.0,"Animation, Comedy, Family", English,55000000.0,AU
The Tuxedo,12/26/2002 ,57.0,"Thriller, Action, Comedy, Science Fiction", English,60000000.0,AU
Love Tactics,02/11/2022 ,72.0,"Romance, Comedy", Turkish,91200000.0,TR
Cat's Eye,04/12/1985 ,68.0,"Horror, Thriller", English,7000000.0,US
Disaster Movie,10/02/2008 ,33.0,"Comedy, Science Fiction", English,20000000.0,AU
The Last Sharknado: It's About Time,10/18/2018 ,46.0,"Science Fiction, Action, Adventure, Comedy, TV Movie", English,3000000.0,AU
Once Upon a Time: The Super Heroes,12/23/2001 ,65.0,"Documentary, TV Movie", French,64000000.0,FR
Mad God,12/05/2022 ,69.0,"Animation, Fantasy, Horror, Science Fiction", English,250000.0,AU
The Walking Dead,02/24/1995 ,68.0,"Drama, War", English,140040000.0,US
Mirror Mirror,03/29/2012 ,59.0,"Adventure, Comedy, Family, Fantasy", English,85000000.0,AU
Jingle All the Way,11/21/1996 ,60.0,"Family, Comedy, Adventure", English,60000000.0,AU
Blood Money,03/31/2012 ,61.0,"Drama, Action, Thriller", Hindi,218000000.0,IN
Midnight in the Switchgrass,07/23/2021 ,61.0,"Crime, Mystery, Thriller, Action", English,15000000.0,US
Ran,09/01/1986 ,81.0,"Action, Drama, History", Japanese,11500005.0,AU
Arctic Predator,08/20/2010 ,56.0,"Action, Science Fiction, Thriller", English,101000000.0,US
Turistas,12/01/2006 ,55.0,"Horror, Thriller", English,10000000.0,US
Moon,10/08/2009 ,76.0,"Science Fiction, Drama", English,5000000.0,AU
Silverado,12/12/1985 ,70.0,Western, English,26000000.0,AU
The Haunted Mansion,03/25/2004 ,56.0,"Thriller, Fantasy, Comedy, Family, Mystery", English,90000000.0,AU
The Heartbreak Kid,11/22/2007 ,57.0,"Comedy, Romance", English,60000000.0,AU
Funny Games,10/01/1997 ,73.0,"Drama, Horror, Thriller", German,15000000.0,US
Faraaz,02/03/2023 ,48.0,"Action, Thriller", Hindi,157200000.0,IN
Pixie Hollow Bake Off,02/17/2012 ,71.0,Animation, English,111000000.0,AU
Snake and Whip,08/23/1986 ,52.0,"Thriller, Drama", Japanese,81400000.0,JP
Brawl in Cell Block 99,11/23/2017 ,70.0,"Action, Crime, Thriller", English,4000000.0,AU
Hal,11/26/2014 ,68.0,"Animation, Romance", Japanese,77300000.0,AU
Ben 10 protiv Univerzuma: Film,10/10/2020 ,77.0,"Animation, Action, Adventure, Science Fiction", English,124800000.0,US
The Whole Truth,10/21/2016 ,65.0,"Drama, Thriller", English,147400000.0,US
Another Gantz,04/22/2011 ,71.0,"Action, Science Fiction, Mystery", Japanese,149000000.0,JP
American Underdog,12/25/2021 ,74.0,Drama, English,902001.4,US
Nice Sister-In-Law 2,10/08/2017 ,53.0,Romance, Korean,121400000.0,KR
The Perfect Date,04/12/2019 ,65.0,"Romance, Comedy", English,81000000.0,AU
The Report,11/14/2019 ,70.0,"Thriller, Drama", English,8000000.0,AU
Black Mass,09/17/2015 ,65.0,"Drama, Crime, History", English,53000000.0,AU
Adventures in Babysitting,06/24/2016 ,74.0,"TV Movie, Comedy, Family", English,9000000.0,US
Tokyo Godfathers,12/29/2003 ,79.0,"Animation, Drama, Comedy", Japanese,63200000.0,JP
Sherlock Gnomes,03/15/2018 ,56.0,"Animation, Family, Fantasy, Comedy, Adventure, Mystery", English,59000000.0,AU
Avengers: Quantum Encounter,07/14/2022 ,50.0,, English,163600000.0,US
Superhero Movie,04/10/2008 ,52.0,"Comedy, Action, Science Fiction", English,35000000.0,AU
Vampires Suck,08/26/2010 ,42.0,"Horror, Comedy", English,20000000.0,AU
Beautiful Vampire,07/13/2018 ,71.0,"Romance, Fantasy, Drama, Family", Korean,165000000.0,KR
Starstruck,02/14/2010 ,70.0,"Romance, Comedy, TV Movie, Music", English,79800000.0,US
Pig,08/19/2021 ,67.0,"Drama, Thriller", English,44000000.0,AU
Death Note: The Last Name,07/03/2007 ,70.0,"Fantasy, Thriller, Mystery", Japanese,17000000.0,AU
Wolfwalkers,12/11/2020 ,83.0,"Animation, Family, Adventure, Fantasy", English,11250000.0,AU
Road to Perdition,10/10/2002 ,74.0,"Crime, Drama, Thriller", English,80000000.0,AU
Anonymously Yours,12/10/2021 ,77.0,"Drama, Romance"," Spanish, Castilian",80000000.0,US
An Extremely Goofy Movie,11/29/2000 ,64.0,"Animation, Family, Comedy", English,100400000.0,AU
Traffik,04/20/2018 ,62.0,"Horror, Thriller", English,4000000.0,US
Invincible,09/13/2006 ,70.0,"Drama, History", English,40000000.0,AU
Night Train,01/13/2023 ,68.0,"Action, Thriller, Crime", English,117400000.0,US
Anchorman: The Legend of Ron Burgundy,10/21/2004 ,67.0,Comedy, English,25000000.0,AU
Young Mother 5,04/03/2020 ,51.0,"Drama, Romance", Korean,109800000.0,KR
The Seventh Sign,04/01/1988 ,61.0,"Horror, Drama, Thriller", English,5300000.0,US
Patriot Games,08/13/1992 ,67.0,"Drama, Action, Thriller, Crime", English,45000000.0,AU
Big Boobs Buster,04/25/1990 ,70.0,"Comedy, Action, Science Fiction", Japanese,142200000.0,JP
Mom's Friend 6,11/08/2019 ,30.0,Romance, Korean,15541000.0,KR
Vampire Hunter D,12/03/2004 ,66.0,"Animation, Fantasy, Horror", Japanese,97000000.0,AU
Between Worlds,12/21/2018 ,51.0,"Action, Mystery, Thriller, Science Fiction", English,97000000.0,US
Joy Ride 3,06/03/2014 ,55.0,"Thriller, Horror", English,122400000.0,US
Hora de Brilhar,07/29/2022 ,0.0,Comedy, Portuguese,264940000.0,BR
Rocketman,05/30/2019 ,73.0,"Music, Drama, History", English,41000000.0,AU
Maggie Simpson in Playdate with Destiny,03/06/2020 ,74.0,"Animation, Comedy, Family, Romance", English,151000000.0,US
Last Action Hero,09/16/1993 ,64.0,"Adventure, Fantasy, Action, Comedy, Family", English,85000000.0,AU
Lu-To,11/15/2013 ,53.0,," Spanish, Castilian",159000000.0,MX
Pooh's Heffalump Movie,06/23/2005 ,68.0,"Family, Animation, Comedy, Fantasy", English,20000000.0,AU
The Piano Teacher,07/11/2002 ,73.0,"Drama, Romance", French,3000000.0,AU
"Scooby-Doo! And Krypto, Too!",03/05/2023 ,45.0,"Animation, Family, Comedy, Mystery, Science Fiction", English,111300000.0,US
Driven,08/15/2001 ,52.0,"Action, Drama", English,72000000.0,AU
Red Dawn,08/10/1984 ,63.0,"Action, Thriller, War, Drama", English,65000000.0,US
The Calm Beyond,10/16/2020 ,77.0,"Science Fiction, Thriller", Cantonese,135860000.0,AU
Ayla: The Daughter of War,06/21/2018 ,81.0,"Drama, War, History", Turkish,4172781.0,KR
Malcolm & Marie,02/05/2021 ,71.0,"Drama, Romance", English,2500000.0,AU
Delicious Tutor,04/03/2020 ,0.0,Romance, Korean,181600000.0,KR
Boy Missing,08/19/2016 ,65.0,"Mystery, Thriller"," Spanish, Castilian",99600000.0,ES
Monster Hunt 2,02/16/2018 ,68.0,"Adventure, Comedy, Fantasy", Chinese,17624096.6,CN
Don't Say a Word,11/01/2001 ,62.0,"Thriller, Mystery", English,50000000.0,AU
John Tucker Must Die,09/07/2006 ,62.0,"Comedy, Romance", English,18000000.0,AU
Police Story 4: First Strike,04/17/1997 ,65.0,"Action, Adventure, Comedy, Crime, Drama, Thriller", Cantonese,52610000.0,AU
Hard Candy,01/14/2005 ,68.0,"Drama, Thriller", English,950000.0,US
Cyborg,07/27/1989 ,56.0,"Science Fiction, Action", English,500000.0,AU
The Ten Commandments,11/23/1923 ,68.0,Drama, English,13500000.0,US
The Ten Commandments,11/23/1923 ,68.0,Drama, English,10000000.0,US
Monster High: Scaris City of Frights,03/03/2013 ,77.0,"Animation, Fantasy", English,129000000.0,US
A Perfect Murder,10/15/1998 ,65.0,"Crime, Thriller, Drama", English,60000000.0,AU
Black Box,10/06/2020 ,65.0,"Horror, Science Fiction, Thriller", English,99000000.0,AU
Maid in Manhattan,03/06/2003 ,61.0,"Comedy, Drama, Romance", English,55000000.0,AU
The Intruder,05/03/2019 ,61.0,Thriller, English,8000000.0,US
Sydney White,09/17/2008 ,65.0,Comedy, English,16500000.0,AU
Little Children,10/06/2006 ,71.0,"Drama, Romance", English,14000000.0,US
"Duck, You Sucker",10/20/1971 ,77.0,Western, Italian,72900000.0,IT
Ida Red,11/05/2021 ,62.0,"Crime, Thriller, Drama, Action", English,12400000.0,US
The Medallion,08/15/2003 ,56.0,"Thriller, Fantasy, Action, Comedy", English,41000000.0,US
The Replacements,10/07/2000 ,66.0,Comedy, English,50000000.0,AU
Homejack Reverse,04/05/2017 ,44.0,, Japanese,132800000.0,JP
The Unheard,03/31/2023 ,46.0,"Horror, Mystery, Thriller, Drama", English,134300000.0,US
Bad Times at the El Royale,10/25/2018 ,68.0,"Thriller, Drama, Mystery, Crime", English,32000000.0,AU
Home Again,01/24/2018 ,61.0,"Comedy, Drama, Romance", English,15000000.0,AU
Detective Conan: The Phantom of Baker Street,04/20/2002 ,76.0,"Animation, Adventure, Mystery", Japanese,166000000.0,JP
The Quiet,08/25/2006 ,62.0,"Drama, Thriller", English,900000.0,US
Our Father,05/11/2022 ,66.0,"Documentary, Crime", English,88000000.0,US
Inhuman Kiss,03/14/2019 ,64.0,"Drama, Horror, Romance", Thai,1200000.0,TH
18 Year Old Seungha's Easy Piece of Cake,07/30/2020 ,63.0,"Drama, Romance", Korean,120000000.0,KR
The Monkey King 2,01/22/2016 ,58.0,"Action, Adventure, Fantasy", Chinese,68490000.0,AU
Get Him to the Greek,06/17/2010 ,60.0,"Adventure, Comedy, Music", English,40000000.0,AU
Cool Runnings,03/03/1994 ,70.0,"Comedy, Adventure, Drama", English,14000000.0,AU
Bandidas,07/03/2007 ,60.0,"Action, Comedy, Western, Crime", English,35000000.0,AU
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,01/15/2013 ,41.0,Comedy, English,3000000.0,US
Dragonfly,02/22/2002 ,65.0,"Thriller, Fantasy", English,60000000.0,US
Gintama,07/14/2017 ,69.0,"Action, Adventure, Comedy, Science Fiction", Japanese,121600000.0,JP
Cold Eyes,07/03/2013 ,75.0,"Crime, Action, Thriller", Korean,15700948.0,KR
Stolen,09/14/2012 ,54.0,"Action, Crime, Thriller", English,35000000.0,US
8MM,04/15/1999 ,64.0,"Thriller, Crime, Mystery", English,40000000.0,AU
Escape from New York,10/01/1981 ,71.0,"Science Fiction, Action", English,6000000.0,AU
The One and Only Ivan,08/21/2020 ,75.0,"Family, Comedy, Drama", English,122200000.0,AU
Beautiful Sisters: Flesh Slave,01/18/1986 ,61.0,, Japanese,84700000.0,JP
Meet Dave,07/17/2008 ,53.0,"Comedy, Science Fiction, Adventure, Family", English,60000000.0,AU
Wonder Woman,03/03/2009 ,72.0,"Action, Adventure, Animation, Fantasy, Science Fiction", English,150000000.0,US
The Boondock Saints,01/22/2000 ,72.0,"Action, Thriller, Crime", English,7000000.0,AU
Ozzy,10/14/2016 ,60.0,"Animation, Family"," Spanish, Castilian",10000000.0,ES
Dr. Dolittle 2,06/22/2001 ,53.0,"Comedy, Family, Romance, Fantasy", English,72000000.0,US
Poltergeist II: The Other Side,08/07/1986 ,60.0,"Horror, Thriller", English,19000000.0,AU
Bloodthirsty,04/23/2021 ,54.0,Horror, English,130800000.0,US
Private School,10/05/1983 ,55.0,"Comedy, Romance", English,49000000.0,AU
Good People,01/08/2015 ,55.0,"Thriller, Crime, Action", English,6440000.0,DK
Judas and the Black Messiah,03/11/2021 ,74.0,"Drama, History", English,26000000.0,AU
My Emptiness and I,01/28/2022 ,66.0,Drama," Spanish, Castilian",300000.0,ES
Paths of Glory,04/26/1958 ,83.0,"Drama, War", English,935000.0,AU
Monster High: Ghouls Rule,10/09/2012 ,68.0,"Animation, Family", English,98140000.0,US
The Little Witch,02/01/2018 ,69.0,"Family, Comedy, Drama", German,89800000.0,DE
Heathers,04/19/1990 ,73.0,"Comedy, Crime", English,3000000.0,AU
The Car: Road to Revenge,01/08/2019 ,66.0,"Action, Horror, Thriller, Science Fiction", English,129000000.0,US
JJ+E,09/08/2021 ,56.0,"Romance, Drama", Swedish,74600000.0,US
Allied,11/23/2016 ,68.0,"Action, Drama, War, Romance, Thriller", English,106000000.0,AU
Drumline,02/12/2004 ,69.0,"Drama, Romance, Comedy, Music", English,20000000.0,AU
The Sky Is Everywhere,02/11/2022 ,57.0,"Drama, Romance, Music", English,116000000.0,US
Little Monsters,09/12/1990 ,58.0,"Adventure, Fantasy, Comedy, Family", English,7000000.0,AU
The Pagemaster,11/23/1994 ,64.0,"Family, Fantasy, Science Fiction, Animation", English,27000000.0,US
Begin Again,06/08/2014 ,73.0,"Comedy, Music, Romance, Drama", English,8000000.0,AU
Jacob's Ladder,05/23/1991 ,74.0,"Drama, Mystery, Horror", English,25000000.0,AU
Blue Story,05/05/2020 ,73.0,"Crime, Drama, Romance", English,1600000.0,US
The Marriage of Maria Braun,03/23/1979 ,74.0,Drama, German,67800000.0,DE
Good Water Boarding House 2,01/17/2019 ,10.0,Romance, Korean,201940000.0,KR
Safe House,02/09/2012 ,64.0,"Action, Thriller", English,85000000.0,AU
Honey,01/08/2004 ,63.0,"Music, Drama, Romance", English,18000000.0,AU
The Blob,01/12/1989 ,67.0,"Horror, Science Fiction", English,19000000.0,AU
Nosferatu,10/25/2013 ,77.0,"Fantasy, Horror", German,46153454.6,GB
It Comes at Night,07/06/2017 ,58.0,"Drama, Horror, Mystery", English,5000000.0,AU
Valentine's Day,02/11/2010 ,59.0,"Comedy, Romance", English,52000000.0,AU
Marvel Studios Assembled: The Making of She-Hulk: Attorney at Law,11/03/2022 ,71.0,Documentary, English,90100000.0,US
What Happens in Vegas,05/08/2008 ,61.0,"Comedy, Romance", English,35000000.0,AU
The Adjustment Bureau,03/03/2011 ,67.0,"Science Fiction, Thriller, Romance", English,50200000.0,AU
The Tale of Despereaux,09/04/2014 ,60.0,"Adventure, Animation, Family", English,60000000.0,AU
Dr. Strange,09/06/1978 ,62.0,"TV Movie, Action, Adventure, Fantasy, Science Fiction", English,128400000.0,US
Summertime,08/19/2015 ,67.0,"Comedy, Drama, Romance", French,120580000.0,FR
